,Date,Open,High,Low,Close,Adj Close,Volume,SMA20,SMA50,RSI14,Signal
0,2023-09-05,438.8999938964844,444.5,438.5,443.1000061035156,429.0760192871094,8378915,,,,
1,2023-09-06,443.9500122070313,448.5,442.0,447.4500122070313,433.2883605957031,12863039,,,,
2,2023-09-07,448.7999877929688,449.0,444.6000061035156,445.8999938964844,431.7873840332031,8090369,,,,
3,2023-09-08,447.8999938964844,447.8999938964844,441.8500061035156,442.6499938964844,428.6402587890625,9939517,,,,
4,2023-09-11,446.0,448.1000061035156,442.6499938964844,447.2000122070313,433.0462646484375,9320577,,,,
5,2023-09-12,448.8999938964844,454.2999877929688,445.6000061035156,451.1499938964844,436.8712463378906,14406441,,,,
6,2023-09-13,452.2000122070313,457.0,451.1000061035156,453.5,439.1468505859375,11813170,,,,
7,2023-09-14,455.8999938964844,455.8999938964844,447.1499938964844,449.9500122070313,435.709228515625,14430930,,,,
8,2023-09-15,448.0499877929688,452.1000061035156,447.0,448.3500061035156,434.1598815917969,15077136,,,,
9,2023-09-18,448.3500061035156,454.0,446.2000122070313,452.0499877929688,437.7427368164063,8197425,,,,
10,2023-09-20,451.7000122070313,455.1000061035156,449.5499877929688,452.9500122070313,438.6142883300781,9959649,,,,
11,2023-09-21,452.7999877929688,453.5499877929688,444.5,447.5,433.3367614746094,10719470,,,,
12,2023-09-22,447.5,448.3999938964844,442.25,443.1000061035156,429.0760192871094,7506309,,,,
13,2023-09-25,443.1000061035156,444.7999877929688,438.3500061035156,442.6000061035156,428.59185791015625,5782955,,,49.37655917284501,
14,2023-09-26,443.6000061035156,444.5,439.7000122070313,442.4500122070313,428.4465942382813,5327833,,,49.19255477806345,
15,2023-09-27,442.4500122070313,449.7999877929688,438.7999877929688,449.1499938964844,434.93450927734375,10490786,,,51.99528338719279,
16,2023-09-28,449.9500122070313,449.9500122070313,439.6000061035156,440.75,426.8003845214844,10216736,,,44.79272416234,
17,2023-09-29,442.0,445.6000061035156,439.2000122070313,444.3999938964844,430.3348693847656,8160058,,,51.7552666570349,
18,2023-10-03,441.0,442.8999938964844,439.25,439.75,425.8320617675781,7481883,,,42.542523033309706,
19,2023-10-04,439.75,441.7000122070313,433.2999877929688,436.1000061035156,422.2975769042969,13396709,446.0025024414063,,34.84390846563774,
20,2023-10-05,440.0,440.5,435.0499877929688,436.0499877929688,422.2491455078125,10030257,445.6500015258789,,31.57336726039017,
21,2023-10-06,437.8500061035156,443.6000061035156,436.6499938964844,442.1499938964844,428.1560668945313,8418580,445.38500061035154,,42.18434943426274,
